"Salesforce Customer ID","Installation End Date","Installation PL Closed","Installation Address - ZIP Code","Opportunity Battery Capacity kWh"
"C000134136","15.09.2022, 17:18","17.09.2022, 13:32","79713","5"
"C000159046","09.09.2022, 10:22","17.09.2022, 13:27","38518","10"
"C000121269","08.09.2022, 17:37","17.09.2022, 13:25","92318","0"
"C000144292","08.09.2022, 10:21","17.09.2022, 13:19","54552","10"
"C000168546","14.09.2022, 10:04","17.09.2022, 13:09","57334","10"
"C000162600","15.09.2022, 14:45","17.09.2022, 13:05","38458","10"
"C000148769","06.09.2022, 10:11","17.09.2022, 13:03","38376","10"
"C000118283","","17.09.2022, 12:38","73773","10"
"C000174022","08.09.2022, 18:24","17.09.2022, 11:56","03185","10"
"C000200905","16.09.2022, 16:00","17.09.2022, 10:56","15370","10"
"C000161975","16.09.2022, 08:40","17.09.2022, 09:27","73274","10"
"C000176288","15.09.2022, 18:12","16.09.2022, 21:33","74918","10"
"C000123691","19.07.2022, 09:31","16.09.2022, 20:29","38685","10"
"C000127797","31.08.2022, 18:35","16.09.2022, 20:27","92318","10"
"C000166250","13.09.2022, 18:42","16.09.2022, 19:57","21514","10"
"C000174735","15.09.2022, 18:14","16.09.2022, 19:53","24888","0"
"C000212466","14.09.2022, 19:00","16.09.2022, 19:49","06385","10"
"C000149482","16.09.2022, 18:00","16.09.2022, 19:46","06406","10"
"C000147049","14.09.2022, 19:31","16.09.2022, 19:40","32278","10"
"C000190541","16.09.2022, 11:16","16.09.2022, 19:37","74906","10"
"C000181065","07.09.2022, 17:49","16.09.2022, 19:34","06711","10"
"C000136094","08.09.2022, 18:35","16.09.2022, 19:17","17337","10"
"C000180289","16.09.2022, 12:19","16.09.2022, 19:16","51143","5"
"C000141754","29.07.2022, 16:00","16.09.2022, 19:16","34628","10"
"C000129199","07.09.2022, 17:40","16.09.2022, 19:16","23972","5"
"C000126629","","16.09.2022, 19:16","23972","10"
"C000147534","16.09.2022, 20:57","16.09.2022, 19:14","23883","5"
"C000178331","13.09.2022, 16:08","16.09.2022, 19:12","15345","5"
"C000171518","16.09.2022, 08:44","16.09.2022, 19:11","25813","10"
"C000160441","15.09.2022, 18:37","16.09.2022, 19:10","76857","10"
"C000129617","","16.09.2022, 19:06","15366","10"
"C000108876","15.09.2022, 12:00","16.09.2022, 19:05","02681","10"
"C000159410","23.08.2022, 15:34","16.09.2022, 19:03","39435","0"
"C000127993","14.09.2022, 13:02","16.09.2022, 19:03","28816","10"
"C000201355","15.09.2022, 19:15","16.09.2022, 18:59","08412","10"
"C000158338","13.09.2022, 16:00","16.09.2022, 18:57","16278","10"
"C000191780","08.09.2022, 11:00","16.09.2022, 18:56","03051","10"
"C000083171","15.09.2022, 15:41","16.09.2022, 18:48","58093","10"
"C000142522","08.09.2022, 08:18","16.09.2022, 18:36","48336","10"
"C000167790","09.09.2022, 08:24","16.09.2022, 18:31","57518","10"
"C000124470","10.08.2022, 08:27","16.09.2022, 18:26","57319","5"
"C000148501","12.08.2022, 16:00","16.09.2022, 18:19","15366","0"
"C000184336","05.09.2022, 17:42","16.09.2022, 18:09","04668","5"
"C000088605","15.09.2022, 18:25","16.09.2022, 18:03","35799","10"
"C000166889","13.09.2022, 18:37","16.09.2022, 17:56","61130","10"
"C000157054","15.09.2022, 14:28","16.09.2022, 17:55","51371","5"
"C000109673","13.09.2022, 15:59","16.09.2022, 17:54","15913","10"
"C000109458","12.09.2022, 13:47","16.09.2022, 17:40","38471","10"
"C000126307","07.09.2022, 09:24","16.09.2022, 17:37","41564","10"
"C000076980","","16.09.2022, 17:33","79771","0"
"C000169067","05.09.2022, 17:31","16.09.2022, 17:32","69207","10"
"C000162358","15.09.2022, 17:43","16.09.2022, 17:31","52428","10"
"C000000984","05.09.2022, 18:00","16.09.2022, 17:30","90592","10"
"C000138909","14.09.2022, 15:19","16.09.2022, 16:59","67125","10"
"C000166880","12.09.2022, 17:47","16.09.2022, 16:55","67816","10"
"C000135907","27.09.2022, 16:03","16.09.2022, 16:51","47647","0"
"C000187341","16.09.2022, 11:27","16.09.2022, 16:43","77815","10"
"C000101320","09.09.2022, 10:03","16.09.2022, 16:22","97900","10"
"C000133605","16.09.2022, 17:45","16.09.2022, 16:01","48268","10"
"C000124111","14.09.2022, 19:52","16.09.2022, 15:27","48565","5"
"C000063856","14.09.2022, 15:49","16.09.2022, 15:23","66606","5"
"C000108995","07.09.2022, 18:00","16.09.2022, 15:13","78126","10"
"C000031712","29.12.2021, 16:01","16.09.2022, 15:08","46499","5"
"C000191881","14.09.2022, 17:29","16.09.2022, 14:55","04827","10"
"C000151174","15.09.2022, 18:17","16.09.2022, 14:54","48346","10"
"C000105334","13.09.2022, 18:00","16.09.2022, 14:39","56269","10"
"C000161219","07.09.2022, 17:20","16.09.2022, 14:34","15806","0"
"C000155287","","16.09.2022, 14:33","17291","10"
"C000169738","09.09.2022, 09:31","16.09.2022, 14:31","53347","10"
"C000157083","13.09.2022, 18:10","16.09.2022, 14:29","31618","10"
"C000119324","14.09.2022, 17:50","16.09.2022, 14:27","53757","5"
"C000164106","06.09.2022, 17:58","16.09.2022, 14:16","37688","10"
"C000082213","12.09.2022, 20:51","16.09.2022, 14:11","57482","10"
"C000163474","15.09.2022, 12:00","16.09.2022, 14:00","58091","5"
"C000163115","16.09.2022, 13:13","16.09.2022, 13:57","48432","10"
"C000095387","15.09.2022, 20:05","16.09.2022, 13:55","45663","5"
"C000153780","15.09.2022, 14:10","16.09.2022, 13:53","25923","10"
"C000177128","12.09.2022, 16:56","16.09.2022, 13:48","35279","0"
"C000158439","08.09.2022, 18:04","16.09.2022, 13:37","38173","10"
"C000144925","26.08.2022, 13:26","16.09.2022, 13:24","06369","5"
"C000172690","07.09.2022, 17:21","16.09.2022, 13:21","04683","10"
"C000081361","07.09.2022, 17:54","16.09.2022, 13:19","54429","10"
"C000162722","24.08.2022, 18:06","16.09.2022, 13:19","39240","0"
"C000164641","13.09.2022, 09:33","16.09.2022, 13:18","28870","10"
"C000146149","10.08.2022, 12:29","16.09.2022, 13:03","33034","10"
"C000116926","10.08.2022, 17:51","16.09.2022, 12:47","66557","10"
"C000172530","05.09.2022, 19:15","16.09.2022, 12:03","90473","10"
"C000164512","14.09.2022, 19:45","16.09.2022, 11:56","72793","10"
"C000128151","16.08.2022, 16:48","16.09.2022, 11:47","36325","10"
"C000155259","14.09.2022, 14:11","16.09.2022, 11:29","48159","5"
"C000104421","14.09.2022, 17:25","16.09.2022, 11:12","04680","10"
"C000192853","","16.09.2022, 11:06","91177","0"
"C000059593","","16.09.2022, 11:06","33613","5"
"C000189410","14.09.2022, 18:07","16.09.2022, 09:54","56237","10"
"C000120802","05.09.2022, 17:38","16.09.2022, 09:49","53909","10"
"C000096289","15.09.2022, 18:27","15.09.2022, 23:46","54597","10"
"C000175356","15.09.2022, 13:21","15.09.2022, 23:17","77855","10"
"C000119372","06.09.2022, 18:48","15.09.2022, 23:06","31860","10"
"C000163283","06.09.2022, 20:52","15.09.2022, 22:30","91737","10"
"C000169961","08.09.2022, 18:00","15.09.2022, 21:29","15378","5"
"C000151004","14.09.2022, 17:46","15.09.2022, 21:25","55568","5"
"C000117572","05.09.2022, 15:38","15.09.2022, 21:18","31710","5"
"C000156524","07.09.2022, 15:30","15.09.2022, 21:15","31319","10"
"C000186459","13.09.2022, 18:47","15.09.2022, 21:10","06800","10"
"C000164229","09.09.2022, 08:38","15.09.2022, 20:46","38820","10"
"C000167736","15.09.2022, 17:57","15.09.2022, 20:32","16341","10"
"C000144986","06.09.2022, 16:10","15.09.2022, 20:28","24145","10"
"C000122512","12.09.2022, 18:00","15.09.2022, 20:27","79263","10"
"C000185850","13.09.2022, 16:00","15.09.2022, 20:24","79183","10"
"C000158502","15.09.2022, 17:40","15.09.2022, 20:22","23719","10"
"C000144592","15.09.2022, 17:22","15.09.2022, 20:05","65428","10"
"C000183479","14.09.2022, 17:20","15.09.2022, 20:02","65232","10"
"C000163017","13.09.2022, 12:57","15.09.2022, 20:01","47495","10"
"C000173910","14.09.2022, 18:37","15.09.2022, 19:58","03048","10"
"C000163926","05.09.2022, 18:08","15.09.2022, 19:58","35708","10"
"C000141469","08.09.2022, 18:37","15.09.2022, 19:56","04668","5"
"C000153648","07.09.2022, 17:39","15.09.2022, 19:52","52353","10"
"C000162278","29.08.2022, 18:15","15.09.2022, 19:51","03253","5"
"C000175168","13.09.2022, 12:35","15.09.2022, 19:50","74599","10"
"C000142331","06.09.2022, 12:12","15.09.2022, 19:50","18516","10"
"C000114038","","15.09.2022, 19:47","18059","10"
"C000149010","01.09.2022, 18:00","15.09.2022, 19:46","72296","10"
"C000134932","31.08.2022, 17:48","15.09.2022, 19:42","35116","10"
"C000167094","08.09.2022, 07:53","15.09.2022, 19:42","59379","10"
"C000126070","","15.09.2022, 19:39","14641","10"
"C000168475","12.09.2022, 16:00","15.09.2022, 19:35","01833","10"
"C000147478","25.08.2022, 18:58","15.09.2022, 19:33","54662","10"
"C000111735","08.09.2022, 11:08","15.09.2022, 19:22","54668","10"
"C000172785","08.09.2022, 20:26","15.09.2022, 19:15","31319","10"
"C000169029","29.08.2022, 15:33","15.09.2022, 19:13","63811","10"
"C000156008","12.09.2022, 17:21","15.09.2022, 19:10","14532","5"
"C000094755","15.09.2022, 20:21","15.09.2022, 19:04","22523","10"
"C000186794","14.09.2022, 15:09","15.09.2022, 18:59","15345","10"
"C000202695","08.09.2022, 09:38","15.09.2022, 18:48","59556","10"
"C000180772","06.09.2022, 17:23","15.09.2022, 18:47","68753","10"
"C000148945","14.09.2022, 19:22","15.09.2022, 18:28","89287","5"
"C000135759","16.09.2022, 18:00","15.09.2022, 18:23","38729","5"
"C000162190","13.09.2022, 19:14","15.09.2022, 18:01","67069","10"
"C000166596","12.09.2022, 18:41","15.09.2022, 17:59","75438","10"
"C000175308","05.09.2022, 17:52","15.09.2022, 17:58","49477","10"
"C000171947","14.09.2022, 18:05","15.09.2022, 17:44","50181","5"
"C000101557","15.09.2022, 10:20","15.09.2022, 17:36","38327","10"
"C000099335","23.08.2022, 08:54","15.09.2022, 17:34","31084","10"
"C000104823","15.09.2022, 16:59","15.09.2022, 17:34","63579","10"
"C000113256","25.08.2022, 18:23","15.09.2022, 17:34","02692","10"
"C000128109","14.09.2022, 18:00","15.09.2022, 17:23","12307","5"
"C000117628","06.09.2022, 18:42","15.09.2022, 17:18","31515","10"
"C000043954","05.09.2022, 15:13","15.09.2022, 17:04","34128","10"
"C000114688","05.07.2022, 12:09","15.09.2022, 16:39","35075","10"
"C000092896","09.09.2022, 09:25","15.09.2022, 16:35","54576","10"
"C000161049","14.09.2022, 19:28","15.09.2022, 16:24","21224","10"
"C000163541","14.09.2022, 20:26","15.09.2022, 16:21","53859","10"
"C000172383","09.09.2022, 08:32","15.09.2022, 16:20","59519","10"
"C000059137","12.09.2022, 16:01","15.09.2022, 16:19","67748","10"
"C000164459","08.09.2022, 19:30","15.09.2022, 16:18","53123","10"
"C000145060","13.09.2022, 17:40","15.09.2022, 15:58","41836","10"
"C000158277","02.09.2022, 20:00","15.09.2022, 15:45","01809","10"
"C000186403","05.09.2022, 17:23","15.09.2022, 15:43","01324","10"
"C000151659","08.09.2022, 08:19","15.09.2022, 15:41","02979","10"
"C000131756","","15.09.2022, 15:41","95028","5"
"C000181859","15.09.2022, 16:00","15.09.2022, 15:35","74925","10"
"C000183087","06.09.2022, 18:13","15.09.2022, 15:27","15890","5"
"C000124833","05.09.2022, 19:22","15.09.2022, 15:26","54568","10"
"C000148007","08.09.2022, 18:09","15.09.2022, 15:23","17349","10"
"C000174463","07.09.2022, 17:18","15.09.2022, 15:22","12107","10"
"C000166886","14.09.2022, 18:35","15.09.2022, 15:06","50997","0"
"C000097391","15.09.2022, 13:13","15.09.2022, 14:37","38179","10"
"C000157435","07.09.2022, 12:07","15.09.2022, 14:35","38173","10"
"C000159299","08.09.2022, 16:08","15.09.2022, 14:34","38685","10"
"C000154160","05.09.2022, 19:24","15.09.2022, 14:30","39114","10"
"C000201699","09.09.2022, 15:10","15.09.2022, 14:13","15370","5"
"C000106352","07.09.2022, 17:35","15.09.2022, 14:01","63694","10"
"C000167908","15.09.2022, 12:48","15.09.2022, 13:56","31840","10"
"C000190523","13.09.2022, 18:50","15.09.2022, 13:39","59519","10"
"C000159157","06.09.2022, 15:49","15.09.2022, 13:37","59505","10"
"C000160632","12.09.2022, 20:08","15.09.2022, 13:30","34537","10"
"C000113361","09.09.2022, 11:04","15.09.2022, 13:26","53578","10"
"C000042757","08.09.2022, 19:09","15.09.2022, 13:25","54668","10"
"C000181504","13.09.2022, 17:34","15.09.2022, 13:23","41516","10"
"C000171843","06.09.2022, 19:44","15.09.2022, 11:47","53179","10"
"C000136823","07.09.2022, 15:22","15.09.2022, 11:42","35037","5"
"C000116731","31.08.2022, 18:06","15.09.2022, 11:35","56112","5"
"C000150698","02.09.2022, 13:23","15.09.2022, 11:07","98693","0"
"C000152820","09.09.2022, 09:57","15.09.2022, 10:52","66583","10"
"C000130480","17.08.2022, 14:00","15.09.2022, 10:21","73463","5"
"C000147024","01.09.2022, 17:02","15.09.2022, 10:17","21717","10"
"C000162201","13.09.2022, 16:45","15.09.2022, 10:16","42579","10"
"C000136029","05.08.2022, 17:30","15.09.2022, 10:13","49716","10"
"C000058214","08.09.2022, 09:33","15.09.2022, 10:12","23715","5"
"C000158065","08.09.2022, 17:18","15.09.2022, 09:27","67127","10"
"C000034285","","14.09.2022, 21:27","64832","10"
"C000111550","12.09.2022, 17:52","14.09.2022, 21:22","67737","10"
"C000183869","14.09.2022, 17:27","14.09.2022, 21:18","65462","10"
"C000134642","07.09.2022, 15:37","14.09.2022, 21:03","31698","5"
"C000158153","07.09.2022, 17:57","14.09.2022, 20:29","67551","10"
"C000094258","","14.09.2022, 20:23","31139","10"
"C000145374","14.09.2022, 17:58","14.09.2022, 20:18","72160","5"
"C000148441","05.09.2022, 17:36","14.09.2022, 20:14","63691","10"
"C000153321","08.09.2022, 16:00","14.09.2022, 20:11","56566","10"
"C000120326","15.09.2022, 10:01","14.09.2022, 20:03","67705","10"
"C000125917","12.09.2022, 18:13","14.09.2022, 20:01","54316","10"
"C000002577","08.06.2022, 16:00","14.09.2022, 19:44","87785","10"
"C000175995","13.09.2022, 18:05","14.09.2022, 19:33","51688","5"
"C000185572","13.09.2022, 17:54","14.09.2022, 19:32","06420","10"
"C000144384","05.09.2022, 15:58","14.09.2022, 19:30","06463","10"
"C000152528","05.09.2022, 20:33","14.09.2022, 19:24","32257","10"
"C000135731","14.09.2022, 16:00","14.09.2022, 19:16","85253","10"
"C000132245","07.09.2022, 09:20","14.09.2022, 18:54","25727","10"
"C000124477","13.09.2022, 16:37","14.09.2022, 18:51","24891","10"
"C000174177","13.09.2022, 16:12","14.09.2022, 18:47","72770","5"
"C000174437","12.09.2022, 17:38","14.09.2022, 18:31","73337","10"
"C000163859","08.09.2022, 20:13","14.09.2022, 17:58","28832","10"
"C000104395","12.09.2022, 17:56","14.09.2022, 17:55","27243","10"
"C000135357","","14.09.2022, 17:50","49716","10"
"C000193072","14.09.2022, 10:20","14.09.2022, 17:35","76726","10"
"C000173154","05.09.2022, 20:15","14.09.2022, 17:26","39291","10"
"C000165967","07.09.2022, 17:20","14.09.2022, 17:25","35085","10"
"C000177464","13.09.2022, 17:29","14.09.2022, 17:23","56218","10"
"C000163641","08.09.2022, 19:32","14.09.2022, 17:19","49593","10"
"C000161812","02.09.2022, 10:03","14.09.2022, 17:19","53804","10"
"C000093556","","14.09.2022, 16:35","14979","10"
"C000183914","08.09.2022, 16:00","14.09.2022, 16:16","57078","5"
"C000200736","13.09.2022, 18:11","14.09.2022, 16:14","25704","0"
"C000096714","12.09.2022, 20:04","14.09.2022, 16:08","37539","10"
"C000112821","05.09.2022, 18:19","14.09.2022, 16:08","15732","5"
"C000172267","08.09.2022, 12:43","14.09.2022, 16:07","99628","10"
"C000060349","06.09.2022, 08:28","14.09.2022, 16:05","24105","10"
"C000145307","07.09.2022, 12:25","14.09.2022, 16:02","18546","10"
"C000167082","13.09.2022, 18:01","14.09.2022, 15:55","07646","10"
"C000160062","14.09.2022, 15:50","14.09.2022, 15:55","55545","10"
"C000143492","07.09.2022, 17:48","14.09.2022, 15:46","32457","10"
"C000123051","08.09.2022, 18:00","14.09.2022, 15:46","09328","10"
"C000158511","14.09.2022, 19:40","14.09.2022, 15:40","41179","10"
"C000158035","18.08.2022, 19:24","14.09.2022, 15:40","74939","10"
"C000111958","09.09.2022, 11:16","14.09.2022, 15:38","56357","10"
"C000152590","13.09.2022, 19:12","14.09.2022, 15:13","72488","10"
"C000166627","","14.09.2022, 15:12","38458","10"
"C000153432","08.09.2022, 19:42","14.09.2022, 14:49","76703","5"
"C000189123","13.09.2022, 17:29","14.09.2022, 14:45","14656","10"
"C000102631","12.09.2022, 16:00","14.09.2022, 14:12","51145","10"
"C000185844","12.09.2022, 17:29","14.09.2022, 14:10","47495","5"
"C000192167","13.09.2022, 17:48","14.09.2022, 13:56","17268","10"
"C000119422","07.09.2022, 07:49","14.09.2022, 13:56","54309","10"
"C000180710","06.09.2022, 18:10","14.09.2022, 13:33","56727","5"
"C000169016","12.09.2022, 17:43","14.09.2022, 12:55","76870","10"
"C000186359","13.09.2022, 18:31","14.09.2022, 12:50","55129","10"
"C000185342","13.09.2022, 20:00","14.09.2022, 12:23","88316","5"
"C000141183","06.09.2022, 19:18","14.09.2022, 12:08","97320","5"
"C000132022","14.09.2022, 10:08","14.09.2022, 11:46","66806","10"
"C000133085","14.07.2022, 12:59","14.09.2022, 11:43","46499","10"
"C000162005","13.09.2022, 18:33","14.09.2022, 11:23","47475","10"
"C000174343","06.09.2022, 10:22","14.09.2022, 11:14","57392","10"
"C000174846","07.09.2022, 17:34","14.09.2022, 11:01","53639","5"
"C000178636","13.09.2022, 15:50","14.09.2022, 10:59","16341","10"
"C000213777","12.09.2022, 17:31","14.09.2022, 10:57","16515","0"
"C000181878","13.09.2022, 17:51","14.09.2022, 10:40","55237","10"
"C000149769","06.09.2022, 18:51","14.09.2022, 09:54","46514","5"
"C000110175","07.09.2022, 18:55","13.09.2022, 22:04","74722","10"
"C000155510","30.08.2022, 10:27","13.09.2022, 21:46","49593","0"
"C000177956","07.09.2022, 09:22","13.09.2022, 21:31","64560","10"
"C000141157","","13.09.2022, 21:06","25821","10"
"C000140653","08.09.2022, 17:01","13.09.2022, 20:59","27572","5"
"C000106798","","13.09.2022, 20:29","17268","0"
"C000135548","26.08.2022, 16:27","13.09.2022, 20:25","06773","10"
"C000146800","06.09.2022, 19:22","13.09.2022, 20:23","66440","10"
"C000150928","16.09.2022, 18:43","13.09.2022, 20:11","40595","10"
"C000165627","08.09.2022, 08:39","13.09.2022, 20:09","27624","10"
"C000176553","13.09.2022, 18:34","13.09.2022, 20:00","56337","10"
"C000181259","12.09.2022, 15:03","13.09.2022, 19:54","47647","10"
"C000152521","31.08.2022, 20:09","13.09.2022, 19:39","38477","10"
"C000142429","31.08.2022, 17:41","13.09.2022, 19:33","48308","10"
"C000137882","13.09.2022, 16:00","13.09.2022, 19:31","52355","10"
"C000153365","12.09.2022, 16:00","13.09.2022, 19:24","56154","10"
"C000134948","16.08.2022, 17:00","13.09.2022, 19:02","94258","10"
"C000140928","13.09.2022, 18:00","13.09.2022, 18:55","87437","10"
"C000115818","05.09.2022, 15:20","13.09.2022, 18:54","42699","5"
"C000146896","12.09.2022, 18:56","13.09.2022, 18:42","49451","10"
"C000160364","05.09.2022, 15:22","13.09.2022, 18:35","38300","10"
"C000069746","06.09.2022, 12:19","13.09.2022, 18:33","37589","10"
"C000131080","12.09.2022, 16:00","13.09.2022, 18:29","23684","10"
"C000137361","08.09.2022, 19:00","13.09.2022, 18:25","02997","10"
"C000168103","05.09.2022, 20:35","13.09.2022, 18:18","61203","10"
"C000153307","","13.09.2022, 18:13","19059","10"
"C000115759","12.09.2022, 20:20","13.09.2022, 18:12","24361","5"
"C000176840","12.09.2022, 17:20","13.09.2022, 18:07","14513","10"
"C000152549","","13.09.2022, 18:07","71634","5"
"C000133220","06.09.2022, 19:54","13.09.2022, 18:07","52372","5"
"C000161259","12.09.2022, 17:29","13.09.2022, 18:02","46236","5"
"C000153806","05.09.2022, 16:02","13.09.2022, 18:02","39128","10"
"C000068719","09.09.2022, 11:30","13.09.2022, 17:13","53562","10"
"C000149802","24.08.2022, 17:38","13.09.2022, 17:10","59302","10"
"C000154671","07.09.2022, 16:15","13.09.2022, 17:09","66131","10"
"C000181469","06.09.2022, 20:22","13.09.2022, 17:03","45739","10"
"C000186036","12.09.2022, 18:03","13.09.2022, 16:57","58515","10"
"C000180164","14.09.2022, 10:36","13.09.2022, 16:46","45468","10"
"C000201727","13.09.2022, 09:28","13.09.2022, 16:25","06847","10"
"C000049771","06.09.2022, 19:24","13.09.2022, 16:20","32120","5"
"C000169200","12.09.2022, 17:30","13.09.2022, 16:20","06184","5"
"C000131431","08.09.2022, 19:18","13.09.2022, 16:11","24941","0"
"C000175306","29.08.2022, 18:53","13.09.2022, 16:06","04416","10"
"C000176463","","13.09.2022, 16:03","82340","10"
"C000135857","29.08.2022, 15:10","13.09.2022, 16:03","30890","10"
"C000175912","06.09.2022, 15:34","13.09.2022, 16:00","06809","10"
"C000184001","12.09.2022, 18:48","13.09.2022, 15:44","65604","10"
"C000177939","12.09.2022, 14:43","13.09.2022, 15:39","14476","10"
"C000133550","06.09.2022, 15:18","13.09.2022, 15:38","66333","10"
"C000128049","12.09.2022, 16:39","13.09.2022, 15:30","38446","10"
"C000123783","05.09.2022, 17:13","13.09.2022, 15:20","61440","0"
"C000033281","07.09.2022, 17:13","13.09.2022, 15:17","54597","10"
"C000175537","05.09.2022, 17:46","13.09.2022, 14:44","53894","10"
"C000195885","07.09.2022, 18:19","13.09.2022, 14:22","04463","10"
"C000166155","12.09.2022, 18:36","13.09.2022, 14:06","13055","0"
"C000197648","08.09.2022, 12:00","13.09.2022, 13:53","15712","5"
"C000143438","06.09.2022, 17:58","13.09.2022, 13:52","75031","5"
"C000160976","08.09.2022, 16:00","13.09.2022, 13:35","41379","10"
"C000206172","12.09.2022, 17:29","13.09.2022, 13:21","50126","10"
"C000190758","31.08.2022, 17:45","13.09.2022, 13:17","06242","5"
"C000146957","05.09.2022, 18:03","13.09.2022, 13:13","39171","5"
"C000143157","30.08.2022, 12:00","13.09.2022, 13:12","38835","10"
"C000159152","07.09.2022, 17:20","13.09.2022, 12:56","71332","5"
"C000163510","07.09.2022, 17:45","13.09.2022, 11:17","33758","10"
"C000156665","13.09.2022, 08:43","13.09.2022, 11:04","57629","10"
"C000109021","03.09.2022, 15:41","13.09.2022, 10:48","29339","10"
"C000142422","01.09.2022, 10:53","13.09.2022, 10:26","06458","10"
"C000133567","05.09.2022, 21:17","13.09.2022, 10:15","34233","10"
"C000138374","05.09.2022, 17:13","13.09.2022, 10:08","66127","10"
"C000161841","30.08.2022, 14:47","13.09.2022, 10:04","59457","10"
"C000150447","08.09.2022, 16:35","13.09.2022, 09:57","52531","10"
"C000131108","05.09.2022, 13:32","13.09.2022, 08:23","21493","10"
"C000162155","08.09.2022, 09:07","12.09.2022, 21:29","72660","10"
"C000159851","01.09.2022, 19:14","12.09.2022, 21:15","64584","5"
"C000157229","07.09.2022, 07:58","12.09.2022, 20:21","21357","10"
"C000174724","12.09.2022, 14:05","12.09.2022, 20:05","15370","10"
"C000165927","05.09.2022, 19:21","12.09.2022, 20:03","30890","10"
"C000177925","12.09.2022, 13:36","12.09.2022, 19:52","15366","10"
"C000159167","13.09.2022, 11:48","12.09.2022, 19:45","55576","10"
"C000135091","12.09.2022, 18:20","12.09.2022, 19:32","24848","0"
"C000165230","12.09.2022, 17:20","12.09.2022, 19:30","44807","5"
"C000110900","05.09.2022, 19:24","12.09.2022, 19:09","51429","10"
"C000067880","13.09.2022, 09:42","12.09.2022, 18:52","64678","10"
"C000155362","14.09.2022, 18:02","12.09.2022, 18:49","72525","10"
"C000185157","12.09.2022, 16:09","12.09.2022, 18:45","54293","0"
"C000129779","12.09.2022, 17:11","12.09.2022, 18:39","53619","0"
"C000091845","05.09.2022, 16:06","12.09.2022, 18:00","98631","10"
"C000177729","06.09.2022, 17:51","12.09.2022, 17:54","06847","10"
"C000140982","06.09.2022, 18:12","12.09.2022, 17:46","38690","5"
"C000140018","","12.09.2022, 17:30","48165","0"
"C000115727","05.09.2022, 17:12","12.09.2022, 17:26","34298","10"
"C000046861","06.09.2022, 11:07","12.09.2022, 17:11","55291","10"
"C000149230","06.09.2022, 19:13","12.09.2022, 17:06","50354","5"
"C000165518","05.09.2022, 18:41","12.09.2022, 16:06","38855","5"
"C000159437","08.09.2022, 18:52","12.09.2022, 16:03","39619","5"
"C000154446","06.09.2022, 11:00","12.09.2022, 16:02","66851","10"
"C000132118","06.09.2022, 16:04","12.09.2022, 16:01","29633","10"
"C000163813","09.09.2022, 17:47","12.09.2022, 15:23","95478","10"
"C000175997","07.09.2022, 17:21","12.09.2022, 15:00","46147","5"
"C000165838","08.09.2022, 17:57","12.09.2022, 14:56","29640","5"
"C000126614","07.09.2022, 17:05","12.09.2022, 14:48","76596","10"
"C000203936","08.09.2022, 17:03","12.09.2022, 14:46","03238","10"
"C000195453","06.09.2022, 17:20","12.09.2022, 14:45","06808","10"
"C000177469","07.09.2022, 11:22","12.09.2022, 14:43","02827","10"
"C000132413","26.08.2022, 10:38","12.09.2022, 14:42","32657","10"
"C000092695","22.08.2022, 18:51","12.09.2022, 14:12","49451","10"
"C000124694","02.09.2022, 16:00","12.09.2022, 13:56","16540","10"
"C000103385","09.09.2022, 16:08","12.09.2022, 13:54","52477","10"
"C000176713","06.09.2022, 21:27","12.09.2022, 13:50","35037","10"
"C000120618","02.09.2022, 13:12","12.09.2022, 12:56","30179","5"
"C000163591","30.08.2022, 19:19","12.09.2022, 12:52","16356","10"
"C000088978","29.08.2022, 15:06","12.09.2022, 12:51","30455","0"
"C000159521","05.09.2022, 17:40","12.09.2022, 12:50","67580","10"
"C000139707","07.09.2022, 18:09","12.09.2022, 09:35","48691","10"
"C000134218","08.09.2022, 15:06","12.09.2022, 07:49","67591","10"
"C000156666","05.09.2022, 12:32","10.09.2022, 22:46","31655","5"
"C000151021","02.09.2022, 13:12","10.09.2022, 22:41","31137","10"
"C000168543","07.09.2022, 21:27","10.09.2022, 20:03","24975","10"
"C000186005","09.09.2022, 16:28","10.09.2022, 19:07","06184","10"
"C000127259","06.09.2022, 09:30","10.09.2022, 18:47","69436","10"
"C000114783","08.09.2022, 16:35","10.09.2022, 18:08","09217","10"
"C000166371","06.09.2022, 12:00","10.09.2022, 15:47","15295","10"
"C000094437","22.08.2022, 16:00","10.09.2022, 15:15","72488","10"
"C000158486","01.09.2022, 13:05","10.09.2022, 15:04","49536","10"
"C000125036","06.09.2022, 15:56","09.09.2022, 21:58","53125","5"
"C000173798","07.09.2022, 20:12","09.09.2022, 20:29","39576","10"
"C000165959","06.09.2022, 21:19","09.09.2022, 20:15","01737","10"
"C000146261","09.09.2022, 11:48","09.09.2022, 18:55","46519","10"
"C000100598","02.09.2022, 19:00","09.09.2022, 18:35","86879","10"
"C000109293","","09.09.2022, 18:31","31249","10"
"C000150870","22.08.2022, 18:11","09.09.2022, 18:23","47259","10"
"C000112579","","09.09.2022, 18:21","15848","10"
"C000152734","05.09.2022, 13:28","09.09.2022, 18:16","40789","10"
"C000168965","08.09.2022, 20:41","09.09.2022, 18:16","52538","5"
"C000161462","29.08.2022, 10:01","09.09.2022, 18:11","27313","10"
"C000183017","09.09.2022, 17:10","09.09.2022, 18:00","12487","10"
"C000166715","08.09.2022, 17:38","09.09.2022, 17:58","35633","10"
